"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Q3XEVIN7","report","1983","VanLehn, Kurt","Felicity Conditions for Human Skill Acquisition: Validating an AI-Based Theory. Cognitive and Instructional Sciences Series.","","","","","","A theory of how people learn certain procedural skills is presented. It is based on the idea that the teaching and learning that goes on in a classroom is like an ordinary conversation. The speaker (teacher) compresses a non-linear knowledge structure (the target procedure) into a linear sequence of utterances (lessons). The listener (student) constructs a knowledge structure (the learned procedure) from the utterance sequence (lesson sequence). Speakers unknowingly obey certain constraints, called felicity conditions or conversational postulates, which help listeners construct an appropriate knowledge structure. This research has shown that there are felicity conditions on lesson sequences that help students learn procedures. Three felicity conditions were discovered, forming  the central hypotheses in the learning theory, which was embedded in a model, a large computer program using artificial intelligence (AI) techniques. The model's performance was compared to data from several thousand students learning to subtract multidigit numbers, add fractions, and solve simple algebraic equations. A key criterion for the theory is that the set of procedures that the model ""learns"" should exactly match the set of procedures that students actually acquire. Both testing the predictions and arguing for the validity of the theory are included in the report. (Author/MNS)","1983","2025-05-02 01:52:42","2025-05-02 01:52:42","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED238727","","","http://eric.ed.gov/?id=ED238727","Artificial Intelligence; Elementary Secondary Education; Mathematics Instruction; Mathematics Education; Algebra; Skill Development; Cognitive Processes; Error Patterns; Learning Theories; Computer Programs; Cognitive Development; Learning; Fractions; Language Patterns; Language Processing; Linguistic Performance; Subtraction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FD4UGPYH","report","2022","Leite, Walter L.; Roy, Samrat; Chakraborty, Nilanjana; Michailidis, George; Huggins-Manley, A. Corinne; D'Mello, Sidney K.; Faradonbeh, Mohamad Kazem Shirani; Jensen, Emily; Kuang, Huan; Jing, Zeyuan","A Novel Video Recommendation System for Algebra: An Effectiveness Evaluation Study","","","","","","This study presents a novel video recommendation system for an algebra virtual learning environment (VLE) that leverages ideas and methods from engagement measurement, item response theory, and reinforcement learning. Following Vygotsky's Zone of Proximal Development (ZPD) theory, but considering low affect and high affect students separately, we developed a system of five categories of video recommendations: (1) Watch new video; (2) Review current topic video with a new tutor; (3) Review segment of current video with current tutor; (4) Review segment of current video with a new tutor; and (5) Watch next video in curriculum sequence. The category of recommendation was determined by student scores on a quiz and a sensor-free engagement detection model. New video recommendations (i.e., category 1) were selected based on a novel reinforcement learning algorithm that takes input from an item response theory model. The recommendation system was evaluated in a large field experiment, both before and after school closures due to the COVID-19 pandemic. The results show evidence of effectiveness of the video recommendation algorithm during the period of normal school operations, but the effect disappears after school closures. Implications for teacher orchestration of technology for normal classroom use and periods of school closure are discussed.","2022","2025-05-02 01:52:42","2025-05-02 01:52:42","","","","","","","","","","","","","Grantee Submission","","","","","","","","","ERIC Number: ED618205","","","http://eric.ed.gov/?id=ED618205","Artificial Intelligence; Intelligent Tutoring Systems; Technology Uses in Education; Educational Technology; Program Effectiveness; Algebra; Electronic Learning; Mathematics; COVID-19; Pandemics; Secondary School Students; Program Evaluation; Video Technology; Item Response Theory; School Closing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWJRW7LD","journalArticle","2023","von Davier, Matthias; Tyack, Lillian; Khorramdel, Lale","Scoring Graphical Responses in TIMSS 2019 Using Artificial Neural Networks","Educational and Psychological Measurement","","1552-3888","","","Automated scoring of free drawings or images as responses has yet to be used in large-scale assessments of student achievement. In this study, we propose artificial neural networks to classify these types of graphical responses from a TIMSS 2019 item. We are comparing classification accuracy of convolutional and feed-forward approaches. Our results show that convolutional neural networks (CNNs) outperform feed-forward neural networks in both loss and accuracy. The CNN models classified up to 97.53% of the image responses into the appropriate scoring category, which is comparable to, if not more accurate, than typical human raters. These findings were further strengthened by the observation that the most accurate CNN models correctly classified some image responses that had been incorrectly scored by the human raters. As an additional innovation, we outline a method to select human-rated responses for the training sample based on an application of the expected response function derived from item response theory. This paper argues that CNN-based automated scoring of image responses is a highly accurate procedure that could potentially replace the workload and cost of second human raters for international large-scale assessments (ILSAs), while improving the validity and comparability of scoring complex constructed-response items.","2023-06","2025-05-02 01:52:42","2025-05-02 01:52:42","","556-585","","3","83","","","","","","","","","","English","","","","","","","ERIC Number: EJ1375633","","","http://eric.ed.gov/?id=EJ1375633","Artificial Intelligence; Elementary Secondary Education; Foreign Countries; Accuracy; Mathematics Achievement; Mathematics Tests; Test Items; Comparative Analysis; Computer Software; Classification; Models; Achievement Tests; International Assessment; Science Achievement; Science Tests; Scoring; Test Validity; Item Analysis; Responses; Networks; Graphs; Item Response Theory; Evaluators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHYBLNZ7","report","1989","Wagner, Sigrid; Kieran, Carolyn","Research Issues in the Learning and Teaching of Algebra. Research Agenda for Mathematics Education. Volume 4.","","","","","","This publication contains revised versions of the major papers presented at a research conference on the learning and teaching of algebra. The papers and discussions focused on four major themes: what is algebra and what should it become, in light of continuing technological advances; what has research told us about the teaching and learning of algebra; what is algebraic thinking and how does it relate to general mathematical thinking; and what is the role of representations in the learning of algebra. This monograph is divided into three parts: (1) ""Past Research and Current Issues"" (presenting 15 papers related to the thematic questions); (2) ""A Research Agenda"" (the research agenda generated by conference participants and reactions to the agenda from three perspectives); and  (3) ""Theoretical Considerations"" (three retrospective papers on the theoretical issues). (YP)","1989","2025-05-02 01:52:42","2025-05-02 01:52:42","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED347040","","","http://eric.ed.gov/?id=ED347040","Artificial Intelligence; Mathematics Instruction; Mathematics Education; Algebra; Problem Solving; Secondary Education; Mathematics Curriculum; Mathematical Concepts; Research Projects; Computer Uses in Education; Mathematical Applications; Research Needs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTVHHC4H","report","1994","Shotsberger, Paul G.","Using Construct Validity Techniques To Evaluate an Automated Cognitive Model of Geometric Proof Writing.","","","","","","The National Council of Teachers of Mathematics (1991) has identified the use of computers as a necessary teaching tool for enhancing mathematical discourse in schools. One possible vehicle of technological change in mathematics classrooms is the Intelligent Tutoring System (ITS), an artificially intelligent computer-based tutor. This paper reports on 3 construct validity studies that have been conducted with 97 high school students in order to demonstrate the correspondence, or lack thereof, between the theoretical constructs of the Diagram Configuration (DC) Model of geometric proof-writing expertise (Koedinger & Anderson, 1990) and the hints and errors being recorded by an instantiation of the DC Model called ANGLE, an intelligent geometric proof tutor. Results of the studies  supported the appropriateness of construct validity techniques for analyzing ITS data. The results partially confirm a hypothesized factor structure for the data. The paper concludes with a discussion of the results, including suggestions for modifications of the ANGLE program. (Contains nine references and six tables.) (Author/SLD)","1994","2025-05-02 01:52:43","2025-05-02 01:52:43","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED371002","","","http://eric.ed.gov/?id=ED371002","Artificial Intelligence; Computer Assisted Instruction; Intelligent Tutoring Systems; Technological Advancement; High School Students; Geometry; Evaluation Methods; Educational Change; Models; Cognitive Processes; High Schools; Computer Uses in Education; Construct Validity; Factor Structure; Geometric Constructions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWIJ4CRC","report","1998","Baylor, Amy L.; Kozbe, Barcin","A Personal Intelligent Mentor for Promoting Metacognition in Solving Logic Word Puzzles.","","","","","","This paper describes a Personal Intelligent Mentor (PIM) that facilitates metacognitive development in the domain of solving logic word puzzles. Metacognition is an important aspect for critical thinking skills. High school students must develop logical and critical thinking abilities as a prerequisite for higher-level math and computer programming classes. There is substantial interest at present in the development and use of software agents. They are being deployed in large and increasing numbers to assist users in finding and managing information. This research focuses on how intelligent agents can help students to improve their problem solving skills. The paper first motivates the utility and need for agents for education. Using this motivation as a guide, requirements are  derived for the formation of a PIM as a cognitive tool. The paper then describes possible tasks for the Personal Intelligent Mentor and discusses how the PIM will interact with other agents, its environment, and users to improve its capabilities. (Contains 19 references.) (Author/AEF)","1998","2025-05-02 01:52:43","2025-05-02 01:52:43","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED438791","","","http://eric.ed.gov/?id=ED438791","Artificial Intelligence; Computer Assisted Instruction; Intelligent Tutoring Systems; High School Students; Man Machine Systems; Mathematics Skills; Critical Thinking; Problem Solving; Metacognition; High Schools; Computer Uses in Education; Learning Strategies; Computer System Design; Mentors; Mathematical Logic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3CHI7J6","journalArticle","2010","Baker, Ryan S. J. d; Merceron, Agathe; Pavlik, Philip I.","[Proceedings of the] International Conference on Educational Data Mining (EDM) (3rd, Pittsburgh, PA, July 11-13, 2010)","International Working Group on Educational Data Mining","","","","","The Third International Conference on Data Mining (EDM 2010) was held in Pittsburgh, PA, USA. It follows the second conference at the University of Cordoba, Spain, on July 1-3, 2009 and the first edition of the conference held in Montreal in 2008, and a series of workshops within the AAAI, AIED, EC-TEL, ICALT, ITS, and UM conferences. EDM 2011 will be held in Eindhoven, Netherlands. EDM brings together researchers from computer science, education, psychology, psychometrics, and statistics to analyze large data sets to answer educational research questions. The increase in instrumented educational software and databases of student test scores, has created large repositories of data reflecting how students learn. The EDM conference focuses on computational approaches for analyzing the data to address important educational questions. The broad collection of research disciplines ensures cross fertilization of ideas, with the central questions of educational research serving as a unifying focus. This publication presents the following papers: (1) Effort-based Tutoring: An Empirical Approach to Intelligent Tutoring (Ivon Arroyo, Hasmik Mehranian and Beverly P. Woolf); (2) An Analysis of the Differences in the Frequency of Students' Disengagement in Urban, Rural, and Suburban High Schools (Ryan S.J.d. Baker and Sujith M. Gowda); (3) On the Faithfulness of Simulated Student Performance Data (Michel C. Desmarais and Ildiko Pelczer); (4) Mining Bodily Patterns of Affective Experience during Learning (Sidney D'Mello and Art Graesser); (5) Can We Get Better Assessment From A Tutoring System Compared to Traditional Paper Testing? Can We Have Our Cake (Better Assessment) and Eat It too (Student Learning During the Test)? (Mingyu Feng and Neil Heffernan); (6) Using Neural Imaging and Cognitive Modeling to Infer Mental States while Using an Intelligent Tutoring System (Jon M. Fincham, John R. Anderson, Shawn Betts and Jennifer Ferris); (7) Using multiple Dirichlet distributions to improve parameter plausibility (Yue Gong, Joseph E. Beck and Neil T. Heffernan); (8) Examining Learner Control in a Structured Inquiry Cycle Using Process Mining (Larry Howard, Julie Johnson and Carin Neitzel); (9) Analysis of Productive Learning Behaviors in a Structured Inquiry Cycle Using Hidden Markov Models (Hogyeong Jeong, Gautam Biswas, Julie Johnson and Larry Howard); (10) Data Mining for Generating Hints in a Python Tutor (Anna Katrina Dominguez, Kalina Yacef and James R. Curran); (11) Off Topic Conversation in Expert Tutoring: Waste of Time or Learning Opportunity (Blair Lehman, Whitney Cade and Andrew Olney); (12) Sentiment Analysis in Student Experiences of Learning (Sunghwan Mac Kim and Rafael A. Calvo); (13) Online Curriculum Planning Behavior of Teachers (Keith E. Maull, Manuel Gerardo Saldivar and Tamara Sumner); (14) A Data Model to Ease Analysis and Mining of Educational Data (Andre Kruger, Agathe Merceron and Benjamin Wolf); (15) Identifying Students' Inquiry Planning Using Machine Learning (Orlando Montalvo, Ryan S.J.d. Baker, Michael A. Sao Pedro, Adam Nakama and Janice D. Gobert); (16) Skill Set Profile Clustering: The Empty K-Means Algorithm with Automatic Specification of Starting Cluster Centers (Rebecca Nugent, Nema Dean and Elizabeth Ayers); (17) Navigating the parameter space of Bayesian Knowledge Tracing models: Visualizations of the convergence of the Expectation Maximization algorithm (Zachary Pardos and Neil Heffernan); (18) Mining Rare Association Rules from e-Learning Data (Cristobal Romero, Jose Raul Romero, Jose Maria Luna and Sebastian Ventura); (19) Using Text Replay Tagging to Produce Detectors of Systematic Experimentation Behavior Patterns (Michael Sao Pedro, Ryan S.J.d. Baker, Orlando Montalvo, Adam Nakama and Janice D. Gobert); (20) Identifying High-Level Student Behavior Using Sequence-based Motif Discovery (David H. Shanabrook, David G. Cooper, Beverly Park Woolf and Ivon Arroyo); (21) Unsupervised Discovery of Student Strategies (Benjamin Shih, Kenneth R. Koedinger and Richard Scheines); (22) Assessing Reviewer's Performance Based on Mining Problem Localization in Peer-Review Data (Wenting Xiong, Diane Litman and Christian Schunn); (23) Using Numeric Optimization To Refine Semantic User Model Integration Of Adaptive Educational Systems (Michael Yudelson, Peter Brusilovsky, Antonija Mitrovic and Moffat Mathews); (24) An Annotations Approach to Peer Tutoring (John Champaign and Robin Cohen); (25) Using Educational Data Mining Methods to Study the Impact of Virtual Classroom in E-Learning (Mohammad Hassan Falakmasir and Jafar Habibi); (26) Mining Students' Interaction Data from a System that Support Learning by Reflection (Rajibussalim); (27) Process Mining to Support Students' Collaborative Writing (Vilaythong Southavilay, Kalina Yacef and Rafael A. Callvo); (28) Automatic Rating of User-Generated Math Solutions (Turadg Aleahmad, Vincent Aleven and Robert Kraut); (29) Tracking Students' Inquiry Paths through Student Transition Analysis (Matt Bachmann, Janice Gobert and Joseph Beck); (30) DISCUSS: Enabling Detailed Characterization of Tutorial Interactions Through Dialogue Annotation (Lee Becker, Wayne H. Ward and Sarel vanVuuren); (31) Data Mining of both Right and Wrong Answers from a Mathematics and a Science M/C Test given Collectively to 11,228 Students from India [1] in years 4, 6 and 8 (James Bernauer and Jay Powell); (32) Mining information from tutor data to improve pedagogical content knowledge (Suchismita Srinivas, Muntaquim Bagadia and Anupriya Gupta); (33) Clustering Student Learning Activity Data (Haiyun Bian); (34) Analyzing Learning Styles using Behavioral Indicators in Web based Learning Environments (Nabila Bousbia, Jean-Marc Labat, Amar Balla and Issam Rebai); (35) Using Topic Models to Bridge Coding Schemes of Differing Granularity (Whitney L. Cade and Andrew Olney); (36) A Distillation Approach to Refining Learning Objects (John Champaign and Robin Cohen); (37) A Preliminary Investigation of Hierarchical Hidden Markov Models for Tutorial Planning (Kristy Elizabeth Boyer, Robert Phillips, Eun Young Ha, Michael D. Wallis, Mladen A. Vouk, and James C. Lester); (38) Higher Contributions Correlate with Higher Learning Gains (Carol Forsyth, Heather Butler, Arthur C. Graesser, Diane Halpern); (39) Pinpointing Learning Moments; A finer grain P(J) model (Adam Goldstein, Ryan S.J.d. Baker and Neil T. Heffernan); (40) Predicting Task Completion from Rich but Scarce Data (Jose P. Gonzalez-Brenes and Jack Mostow); (41) Hierarchical Structures of Content Items in LMS (Sharon Hardof-Jaffe, Arnon Hershkovitz, Ronit Azran and Rafi Nachmias); (42) Is Students' Activity in LMS Persistent? (Arnon Hershkovitz and Rafi Nachmias); (43) EDM Visualization Tool: Watching Students Learn (Matthew M. Johnson and Tiffany Barnes); (44) Inferring the Differential Student Model in a Probabilistic Domain Using Abduction inference in Bayesian networks (Nabila Khodeir, Nayer Wanas, Nevin Darwish and Nadia Hegazy); (45) Using LiMS (the Learner Interaction Monitoring System) to Track Online Learner Engagement and Evaluate Course Design (Leah P. Macfadyen and Peter Sorenson); (46) Observing Online Curriculum Planning Behavior of Teachers (Keith E. Maull, Manuel Gerardo Saldivar and Tamara Sumner); (47) When Data Exploration and Data Mining meet while Analysing Usage Data of a Course (Andre Kruger, Agathe Merceron and Benjamin Wolf); (48) AutoJoin: Generalizing an Example into an EDM query (Jack Mostow and Bao Hong (Lucas) Tan); (49) Conceptualizing Procedural Knowledge Targeted at Students with Different Skill Levels (Martin Mozina, Matej Guid, Aleksander Sadikov, Vida Groznik, Jana Krivec, and Ivan Bratko); (50) Data Reduction Methods Applied to Understanding Complex Learning Hypotheses (Philip I. Pavlik Jr.); (51) Analysis of a causal modeling approach: a case study with an educational intervention (Dovan Rai and Joseph E. Beck); (52) Peer Production of Online Learning Resources: A Social Network Analysis (Beijie Xu and Mimi M. Recker); (53) Class Association Rules Mining from Students' Test Data (Cristobal Romero, Sebastian Ventura, Ekaterina Vasilyeva and Mykola Pechenizkiy); (54) Modeling Learning Trajectories with Epistemic Network Analysis: A Simulation-based Investigation of a Novel Analytic Method for Epistemic Games (Andre A. Rupp, Shauna J. Sweet and Younyoung Choi); (55) Multiple Test Forms Construction based on Bees Algorithm (Pokpong Songmuang and Maomi Ueno); (56) Can Order of Access to Learning Resources Predict Success? (Hema Soundranayagam and Kalina Yacef); (57) A Data Driven Approach to the Discovery of Better Cognitive Models (Kenneth R. Koedinger and John C. Stamper); (58) Using a Bayesian Knowledge Base for Hint Selection on Domain Specific Problems (John C. Stamper, Tiffany Barnes and Marvin Croy); (59) A Review of Student Churn in the Light of Theories on Business Relationships (Jaan Ubi and Innar Liiv); (60) Towards EDM Framework for Personalization of Information Services in RPM Systems (Ekaterina Vasilyeva, Mykola Pechenizkiy, Aleksandra Tesanovic, Evgeny Knutov, Sicco Verwer and Paul De Bra); (61) A Case Study: Data Mining Applied to Student Enrollment (Cesar Vialardi, Jorge Chue, Alfredo Barrientos, Daniel Victoria, Jhonny Estrella, Juan Pablo Peche and Alvaro Ortigosa); (62) Representing Student Performance with Partial Credit (Yutao Wang, Neil T. Heffernan and Joseph E. Beck); (63) Where in the World? Demographic Patterns in Access Data (Mimi M. Recker, Beijie Xu, Sherry Hsi, and Christine Garrard); and (64) Pundit: Intelligent Recommender of Courses (Ankit Ranka, Faisal Anwar, Hui Soo Chae). Individual papers contain tables, figures, footnotes and references","2010","2025-05-02 01:52:43","2025-05-02 01:52:43","","","","","","","","","","","","","","","","","","","","","","ISBN: 9780615375298 ERIC Number: ED538834","","","http://eric.ed.gov/?id=ED538834","Intelligent Tutoring Systems; Educational Technology; Educational Research; Program Effectiveness; Interdisciplinary Approach; Student Attitudes; Psychometrics; Learner Engagement; Mathematics; Data Analysis; Education; Tutors; Computer Science; Pattern Recognition; Epistemology; Virtual Classrooms; Tutoring; Enrollment; Information Retrieval; Statistics; Content Analysis; Learner Controlled Instruction; Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255RIY9H","journalArticle","1994","Schofield, Janet Ward; Others, And","Teachers, Computer Tutors, and Teaching: The Artificially Intelligent Tutor as an Agent for Classroom Change.","American Educational Research Journal","","0002-8312","","","A study of 79 high school students in 8 classes demonstrates that students consider a teacher more helpful than an artificially intelligent tutoring system but nevertheless prefer the tutor. Possible reasons for this paradox are discussed in the study, a reply, and a rejoinder discussing computer technology in the classroom. (SLD)","1994","2025-05-02 01:52:43","2025-05-02 01:52:43","","579-625","","3","31","","","","","","","","","","English","","","","","","","ERIC Number: EJ497061","","","http://eric.ed.gov/?id=EJ497061","Artificial Intelligence; Educational Technology; High School Students; Instructional Effectiveness; Mathematics; High Schools; Tutoring; Helping Relationship; Change Agents; Teacher Role","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IM6EXGVP","journalArticle","1999","Nisheva-Pavolva, Maria","An Intelligent Computer Algebra System and Its Applicability in Mathematics Education.","International Journal of Computer Algebra in Mathematics Education","","1362-7368","","","Describes the experimental intelligent computer algebra system STRAMS which can solve problems using a set of methods and techniques traditionally taught, learn new mathematical problem solving methods, and generate different kinds of explanations. Analyzes these features of STRAMS to give reasons for its potential applicability in building intelligent tutoring systems in various domains of mathematics. (Contains 12 references.) (Author/ASK)","1999","2025-05-02 01:52:43","2025-05-02 01:52:43","","3-16","","1","6","","","","","","","","","","English","","","","","","","ERIC Number: EJ633528","","","http://eric.ed.gov/?id=EJ633528","Artificial Intelligence; Educational Technology; Mathematics Education; Algebra; Teaching Methods; Problem Solving; Secondary Education; Computer Uses in Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AF8IDRF4","report","1990","Boots, Maureen","Research in Progress--Update April 1990. Occasional Paper InTER/14/90.","","","","","","This document contains abstracts of 29 research projects in progress in Great Britain divided into six sections: (1) the current phase of Information Technology in Education Research (InTER) programs on groupwork with computers, tools for exploratory learning, conceptual change in science, and bubble dialogue as an ethnographic research tool; (2) projects supported by other agencies on computer-aided learning in music, computer testing of musical ability, effects of gender and interaction in computer-based learning, computer models of reading and spelling, computer-supported collaborative learning in physics, a computer-based program for mathematics teachers, the gap between arithmetical and algebraic thinking, computers in the secondary school curriculum, and information  technology and training; (3) Economic and Social Research Council Linked Research Students projects on a knowledge-based approach to question answering in online systems and the design of knowledge-based advisers for learning; (4) Training Agency projects on supporting technology across the curriculum, whole school development in information technology, computer-based modelling, information technology-based open learning, authoring environments for simulation, and the DISTIL survey; (5) Developing European Learning through Technological Advance (DELTA) projects on a knowledge-based authoring facility, European cooperation in technology-based education, and student model acquisition in a natural laboratory; and (6) updates of InTER projects on the design of the Writer's Assistant and  characteristics of human search procedures. (MES)","1990","2025-05-02 01:52:43","2025-05-02 01:52:43","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED321747","","","http://eric.ed.gov/?id=ED321747","Artificial Intelligence; Computer Assisted Instruction; Elementary Secondary Education; Foreign Countries; Educational Research; Higher Education; Information Technology; Research Projects; Abstracts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TJ8VYWW","journalArticle","1987","Melmed, Arthur; Lesgold, Alan","Information Technology Directions for NSF Science Education.","Technological Horizons in Education","","","","","Reports on a meeting held at New York University to discuss ways of improving the productivity of mathematics and science education in the United States using educational technology. Addresses several of the views reached by the participants of the conference. (TW)","1987-09","2025-05-02 01:52:43","2025-05-02 01:52:43","","106-108","","2","15","","","","","","","","","","","","","","","","","ERIC Number: EJ359967","","","http://eric.ed.gov/?id=EJ359967","Artificial Intelligence; Computer Assisted Instruction; Elementary Secondary Education; Mathematics Instruction; Educational Technology; Mathematics Education; Secondary School Mathematics; Elementary School Mathematics; Science Education; Elementary School Science; Science Instruction; Computer Uses in Education; Secondary School Science; Interactive Video; Science and Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AM2ZR34T","journalArticle","1984","Oklahoma State Board of Vocational and Technical Education, Stillwater Curriculum and Instructional Materials Center","Machine Shop I. Learning Activity Packets (LAPs). Section B--Basic and Related Technology.","","","","","","This document contains eight learning activity packets (LAPs) for the ""basic and related technology"" instructional area of a Machine Shop I course. The eight LAPs cover the following topics: basic mathematics, blueprints, rules, micrometer measuring tools, Vernier measuring tools, dial indicators, gaging and inspection tools, and materials and cutting fluids. Each LAP contains a cover sheet that describes its purpose, an introduction, and the tasks included in the LAP; learning steps (checklist); pretest; and various assignment sheets. Materials are illustrated with line drawings. The LAPs are referenced to a curriculum guide for the Machine Shop I course. (KC)","1984","2025-05-02 01:52:43","2025-05-02 01:52:43","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED279817","","","http://eric.ed.gov/?id=ED279817","Learning Activities; Skill Development; Secondary Education; Postsecondary Education; Measurement; Vocational Education; Mathematical Applications; Industrial Arts; Job Skills; Blueprints; Instrumentation; Machine Tool Operators; Machine Tools; Measurement Equipment; Measurement Techniques; State Curriculum Guides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2XH8KJK","journalArticle","1975","Scandura, Joseph M.; Others, And","Higher Order Rule Characterization of Heuristics for Compass and Straight Edge Constructions in Geometry.","","","","","","The research reported in this paper was designed to analyze the incidence of use of higher-order rules by students solving geometric construction problems. A carefully selected set of construction problems was subjected to rigorous a priori analysis by mathematics educators to determine what basic and second-order rules might be used by able high school students in their solution. Categories of problems analyzed include: patterns of two loci, patterns of similar figures, combined two loci and similar figures, patterns of auxiliary figures, and patterns of loci, similar figures, and auxiliary figures. The analysis was successful in making more precise the heuristic approach of George Polya. Overall, the viability of this method of analysis was demonstrated. The authors cite some  limitations of the study and future directions for their work. (SD)","1975","2025-05-02 01:52:43","2025-05-02 01:52:43","","","","","","","","","","","","","","","","","","","","","","ERIC Number: ED113196","","","http://eric.ed.gov/?id=ED113196","Artificial Intelligence; Mathematics Education; Algorithms; Geometry; Cognitive Processes; Problem Solving; Secondary Education; Research; Information Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7NYX7XUT","journalArticle","2018","Depren, Serpil Kilic","Prediction of Students' Science Achievement: An Application of Multivariate Adaptive Regression Splines and Regression Trees","Journal of Baltic Science Education","","2538-7138","","","Turkey is ranked at the 54th out of 72 countries in terms of science achievement in the Programme for International Student Assessment (PISA) survey conducted in 2015, which is a very big disappointment for that country. The aim of this research was to determine factors affecting Turkish students' science achievements in order to identify the improvement areas using PISA 2015 dataset. To achieve this aim, Multivariate Adaptive Regression Splines (MARS) and Classification and Regression Trees (CART) approaches were used and these approaches were compared in terms of model accuracy statistics. Since Singapore was the top performer country in terms of science achievement in PISA 2015 survey, the analysis results of Turkey and Singapore were compared to each other to understand the differences. The results showed that MARS outperforms the CART in terms of measuring the prediction of students' science achievement. Furthermore, the most important factors affecting science achievements were environmental optimism, home possessions and science learning time (minutes per week) for Turkey, while the index of economic, social and cultural status, environmental awareness and enjoyment of science for Singapore.","2018","2025-05-02 01:52:43","2025-05-02 01:52:43","","887-903","","5","17","","","","","","","","","","English","","","","","","","ERIC Number: EJ1346811","","","http://eric.ed.gov/?id=EJ1346811","Artificial Intelligence; Foreign Countries; Accuracy; Prediction; Classification; Mathematics; Achievement Tests; International Assessment; Secondary School Students; Science Achievement; Regression (Statistics); Comparative Education; Family Environment; Goodness of Fit; Multivariate Analysis; Performance Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
